vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
wait for charge:  358  not_serving:  43
update completed?  726
alpha:  [[0.0, 0.2607388564489134, 0.8921930143852047, 0.0, 0.5581836684180245, 0.3194050991496399, 0.45629299878563695, 0.1252569016275017, 0.0, 0.04731927394815638, 0.0, 0.1277620396600355, 0.0, 0.07985127478748012, 0.1520976662619831, 0.23061740010832132, 0.12284811505767153, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3757707048821127, 0.45629299878563706, 0.4405587574483226, 0.0, 0.16379748674360897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11077633496537587, 0.3816790492989039, 0.0, 0.064094668725742, 0.0], [1.0, 0.8972048489750003, 0.7428470254955366, 0.12229798590480152, 0.33879847446579786, 0.7640712262244855, 1.0, 0.47142215079521954, 0.2906792708458275, 0.058645817802317785, 0.37142351274758423, 0.23877225819521455, 0.0, 0.2192007616216599, 0.0, 0.05618170781055545, 0.0, 0.2476156751652095, 0.0, 1.0, 0.0, 0.0, 0.21566526546644518, 0.3518749068136178, 0.145339635423125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.675867473864562, 0.4755210441117579, 0.04322918582834892, 0.17015449501784374, 0.0, 0.0, 0.04213477606054974, 0.49313293463411423, 0.0, 0.0, 0.0, 0.0, 0.08426955212109948, 0.13053518857971882, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
*********************************************************************************** mpc print disruption SC for dispatch ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71891 rows, 131757 columns and 509916 nonzeros
Model fingerprint: 0xe34fe1a3
Coefficient statistics:
  Matrix range     [9e-04, 1e+01]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [4e-02, 6e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67688 rows and 106705 columns
Presolve time: 0.33s
Presolved: 4203 rows, 25052 columns, 87758 nonzeros

Ordering time: 0.10s

Barrier statistics:
 AA' NZ     : 1.216e+05
